Unnamed: 0,job_title,company_name,location,post_date,job_description,salary,province,post_date_num,scrape_date,posted_at,posted_date_only,python_yn,sql_yn,mysql_yn,postgresql_yn,database_yn,aws_yn,azure_yn,spark_yn,hadoop_yn,kafka_yn,snowflake_yn,databricks_yn,apache_yn,git_yn,github_yn,tableau_yn,power bi_yn,looker_yn,experience_needed_yn,salary_preCleaned,min_salary,max_salary,avg_salary
12,Data Engineer,PT ROCKSTAR SPORTS SCHOOL,"West Jakarta, Jakarta",Posted 27d ago,"Job Descriptions:
Perform data exploration, data cleaning, data imputation, and feature engineering on unstructured and structured data.
Design, Develop and maintain report used for daily operation, management and analytics
Build the infrastructure for optimal extraction, transformation, and loading (ETL) of data from a wide variety of data sources.
Develop and maintain all data flows and prepare all ETL processes according to business requirements and incorporate all business requirements into all design specifications
Identifying, designing and implementing internal process improvements including re-designing infrastructure for greater scalability, optimizing data delivery, and automating manual processes 
Build analytics tools that utilize the data pipeline to provide actionable insights
Explore ways to enhance data quality and reliability Explore ways to enhance data quality and reliability
Document all test procedures for systems and processes              
 Job Requirements:
Bachelor's degree from computer science or related fields, or equivalent software engineering experience.
Advanced SQL knowledge and experience working with relational databases, query authoring (SQL). Preferably on MS SQL
Advanced Knowledge in reporting service tools. Preferably Microsoft SSRS
Advanced Knowledge in ETL / data pipeline applications. Preferably Microsoft SSIS.
Experienced in performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Have an understanding and experience regarding the reporting dashboard and data warehouse concepts
Experienced in object-oriented/object function scripting languages: Python, Java, C#,C++, 
Proficiency in source control i.e. Git.
Got 2+ years of experience in Data Engineering role.
Familiar with Azure ETL product like Azure Data Factory, Azure Synapse, Azure Datalake, Azure Devops would be a great addition.",Rp 10.000.000 – Rp 15.000.000 per month,jakarta,27d,2026-03-18 01:00:00,2026-02-19 01:00:00,2026-02-19,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10000000 –  15000000,,,
13,Data Scientist,PT Data Labs Analytics,"Central Jakarta, Jakarta",Posted 25d ago,"Job Description
Develop and implement machine learning models and algorithms to solve business problems, leveraging both structured and unstructured data.
Design and build scalable and efficient data pipelines for data ingestion, preprocessing, and feature engineering.
Collaborate with cross-functional teams to understand business requirements and translate them into technical specifications.
Conduct exploratory data analysis (EDA) to gain insights and identify patterns or trends.
Evaluate and select appropriate machine learning techniques, models, and algorithms based on project requirements.
Train, optimize, and fine-tune machine learning models using large-scale datasets.
Validate and test models for accuracy, reliability, and robustness.
Monitor and maintain deployed models, ensuring their performance and stability.
Collaborate with Data Engineers to integrate machine learning models into production systems.
Stay up to date with advancements in machine learning and actively contribute to the team's knowledge base.
Communicate findings, results, and recommendations to both technical and non-technical stakeholders or customers.

Requirements
Minimum 1 year of experience in Machine Learning and Data Science.
Bachelor's degree in Computer Science, Data Science, Mathematics, Statistics, or a related field (Master’s or Ph.D. is a plus).
Proven experience as a Data Scientist, Machine Learning Engineer, or similar role, with a strong track record of deploying models in real-world applications.
Proficiency in Python, R, or Scala, and experience with popular frameworks such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of machine learning techniques (supervised/unsupervised learning, deep learning, NLP, and reinforcement learning).
Experience with data manipulation, preprocessing, and feature engineering.
Strong knowledge of statistical analysis, hypothesis testing, and experimental design.
Familiarity with cloud platforms (AWS, Azure, or GCP) and distributed computing (Hadoop, Spark).
Proficiency in SQL and database management systems.
Strong problem-solving skills with the ability to navigate complex and ambiguous business challenges.
Excellent communication and teamwork skills.",Not Available,jakarta,25d,2026-03-18 01:00:00,2026-02-21 01:00:00,2026-02-21,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,
15,Data Analyst Officer,PT Asuransi Raksa Pratikara,"Central Jakarta, Jakarta",Posted 13h ago,"Are you someone who enjoys working in an environment where data integrity, actionable insights, and strategic growth really matter?
PT Asuransi Raksa Pratikara is a trusted insurance company that continues to scale its digital systems. As our technology grows, so do the challenges — and that’s where you come in.
We’re looking for a Data Analyst who’s curious, detail-oriented, and comfortable bridging the gap between raw numbers and business strategy. You’ll work hands-on with SQL and visualization tools, monitor key performance metrics, uncover trends, and help strengthen our data-driven decision-making.
This role is perfect for someone who likes digging into complex datasets, solving business problems, building dashboards, and constantly learning new analytical methods. Your work will directly impact operational efficiency, risk assessment, and future business strategies.
If you enjoy hands-on data storytelling, learning fast, and turning information into real business value, you’ll fit right in.

What You’ll Do:
Interpret complex datasets to analyze key metrics (e.g., sales trends, customer behavior, or operational costs) and provide actionable recommendations.
Design, build, and maintain self-serve dashboards using BI tools (Power BI, Tableau, or Looker) to democratize data access.
Write and optimize SQL queries.
Analyze historical data patterns to forecast future trends, seasonality, and the impact of business initiatives.
Validate data accuracy and consistency, working with engineering teams to resolve discrepancies in pipelines or source systems.
Identify manual reporting processes and automate them using SQL, Python, or other tools to improve efficiency.
Partner with non-technical stakeholders (Managers, Marketing, Ops) to translate business questions into data requirements..
Maintain clear documentation for data definitions, metrics logic, and reporting processes.
Communicate technical findings clearly to diverse audiences, ensuring insights lead to measurable business decisions.
What We’re Looking For:
Bachelor’s degree in Mathematics, Statistics, Computer Science, Economics, or a related quantitative field.
Minimum 1–2 years of experience in data analysis, business intelligence, or a relevant role.
Strong mastery of SQL (joins, window functions, CTEs) is mandatory.
Proven experience creating interactive dashboards and reports using Power BI, Tableau, or Qlik.
Advanced proficiency in Excel/Google Sheets; basic knowledge of Python or R for data manipulation is a strong plus.
Excellent verbal and written communication skills, with the ability to explain complex data to non-technical teams.
Specific attention to detail, a proactive problem-solving attitude, and the ability to work in a fast-paced, agile environment.",Rp 6.500.000 – Rp 9.500.000 per month,jakarta,13h,2026-03-18 01:00:00,2026-03-17 12:00:00,2026-03-17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,6500000 –  9500000,,,
16,Business Intelligence Analyst,OLX Indonesia,"South Jakarta, Jakarta",Posted 6d ago,"- Kepemilikan dan pemeliharaan laporan yang sudah ada di Platform BI (Tableau, Google Looker, atau Apache Superset) dan Google Sheets dengan Apps Script
- Mampu mengkonfigurasi dan mengembangkan laporan, baik yang bersifat ad hoc maupun terjadwal
- Mengembangkan dan mendukung tugas dan jadwal ETL.
- Mengkonfigurasi dan memantau level peringatan server secara proaktif setiap hari
- Mendukung performance tuning dan aktivitas data mining menggunakan ETL job Strong contribution
- Kontribusi kuat dalam desain basis data, arsitektur data, penambangan dan analisis data, keamanan dan privasi data, serta visualisasi data
- Mampu mengelola Proses Analisis/Dasbor/Laporan dari proses end to end dengan berbagai pemangku kepentingan (stakeholders)
- Bekerja secara mandiri pada tugas-tugas kompleks yang melibatkan ekstraksi data, pembersihan data, dan pengembangan solusi
Requirements:
- Pengalaman kerja 3-4 tahun di bidang terkait
- Pengetahuan mengenai SQL & Tableau adalah keharusan, disertai pemahaman yang baik tentang Python
- Pemahaman yang baik tentang scheduler tools akan menjadi nilai tambah (Airflow atau Jenkins, dll.)
- Pengetahuan mengenai tentang Microsoft Excel atau Google Sheets (fungsi dan alat, dll.)
- Pengalaman mengenai digital marketing dan analisis produk akan menjadi nilai tambah.
- Mampu menentukan prioritas dan urgensi serta menetapkan prioritas yang sesuai
- Mampu bekerja di lingkungan yang bertekanan tinggi (high pressure), sensitif waktu, dan kolaboratif
- Keterampilan komunikasi lisan dan tulisan yang baik dalam Bahasa Indonesia maupun Bahasa Inggris
- Memiliki rasa ingin tahu untuk menggali data secara mendalam guna menemukan akar permasalahan bisnis dan menyelesaikannya
- Memiliki pengalaman dalam mengelola proyek BI/Analitik yang kompleks dengan berbagai pemangku kepentingan (stakeholders).",Not Available,jakarta,6d,2026-03-18 01:00:00,2026-03-12 01:00:00,2026-03-12,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,,,
17,Data Center IT Engineer,TITANICOM TECH LIMITED,Jakarta,Posted 13d ago,"Job description
Job Responsibilities:
Install, configure, maintain, and troubleshoot servers, storage systems, and networking hardware (e.g., routers, switches, firewalls).
Perform physical tasks such as racking, stacking, cabling, and hardware replacements.
Monitor and manage environmental controls (temperature, humidity, airflow) to ensure optimal data center performance.
Perform regular equipment inspections and preventive maintenance.
Respond to and resolve support tickets related to hardware and network issues in a timely manner.
Manage asset inventory and maintain detailed documentation of infrastructure, cabling layout, and equipment tracking.
Work closely with network and systems teams to support infrastructure upgrades, migrations, and incident resolution.
Ensure compliance with security protocols, safety standards, and company policies.
Participate in 24/7 shift rotation and on-call support schedule as required.
Collaborate with vendors and service providers for hardware support and facility-related work.


Basic Job Requirement:
Have 1 year experience
Degree in a computer-related field.
Strong communication skills, responsible, able to handle work pressure, and a team player.",Not Available,jakarta,13d,2026-03-18 01:00:00,2026-03-05 01:00:00,2026-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
18,Data Engineer,Cloud Kinetics Technology Sdn Bhd,Jakarta,Posted 21d ago,"Requirements:
3–7 years experience in data engineering (preferably with cloud-native data platforms).
Strong expertise in Google Cloud Platform (GCP)
Strong expertise in AWS data stack: Glue, Redshift (or Redshift Serverless), S3, IAM, Lake Formation, Lambda.
Proficiency in SQL and Python/PySpark.
Experience integrating SAP and/or ERP data sources.
Strong knowledge of API development/integration (REST, GraphQL).
Solid understanding of data modeling (3NF, Star Schema, Dimensional, Data Vault basics).
Ability to design platform standards and lightweight governance (naming conventions, catalog, quality checks).
Strong business acumen – can understand processes and convert into meaningful data solutions.",Not Available,jakarta,21d,2026-03-18 01:00:00,2026-02-25 01:00:00,2026-02-25,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
19,IT Analyst Engineer,PT Trans Indonesia Superkoridor,"North Jakarta, Jakarta",Posted 5d ago,"Pengembangan Data Warehouse
Mendesain dan mengembangkan model data analitik seperti fact table dan dimension table
Mengelola struktur dataset dalam Data Warehouse agar optimal untuk analisis dan pelaporan
Transformasi & Integrasi Data
Mengembangkan proses transformasi data (ELT) untuk menyiapkan data yang siap dianalisis
Mengintegrasikan data dari berbagai sumber sistem ke dalam Data Warehouse
Kualitas & Konsistensi Data
Memastikan kualitas, konsistensi, dan akurasi data yang digunakan dalam analisis dan pelaporan
Mengidentifikasi serta memperbaiki inkonsistensi atau anomali data
Kolaborasi Tim
Berkolaborasi dengan tim engineering dan stakeholder bisnis untuk memahami kebutuhan analitik
Mendukung pengembangan dataset untuk dashboard dan laporan bisnis

Kualifikasi
Pendidikan minimal S1 di bidang Computer Science, Data Science, Statistik, Matematika, atau bidang terkait
Pengalaman 1+ tahun dalam data analytics, data engineering, atau data warehouse
Memiliki kemampuan SQL yang kuat untuk analisis dan transformasi data
Memahami data modeling untuk analytics (star schema / dimensional modeling)
Pengalaman bekerja dengan data warehouse atau sistem analitik skala besar
Memiliki kemampuan analitis dan problem solving yang baik
Mampu bekerja secara kolaboratif dengan tim teknis maupun non-teknis

Teknologi yang Digunakan
Pengalaman dengan salah satu atau beberapa teknologi berikut menjadi nilai tambah:
SQL
Data Warehouse
Data transformation tools
Workflow orchestration
BI tools
Python untuk data processing

Nilai Tambah
Kandidat akan lebih diprioritaskan jika memiliki pengalaman:
Membangun ELT / ETL pipeline
Mendesain data mart untuk analitik
Mengembangkan dashboard BI
Bekerja dengan dataset skala besar",Not Available,jakarta,5d,2026-03-18 01:00:00,2026-03-13 01:00:00,2026-03-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
20,Data Analyst,PT Smartek Inovasi Indonesia,"North Jakarta, Jakarta",Posted 5d ago,"Tanggung Jawab
Menganalisis kinerja trade-in, tren pasar, dan benchmark kompetitor untuk mengidentifikasi peluang ekspansi serta pertumbuhan pendapatan.
Memimpin sosialisasi program serta memantau pelaksanaan joint-event bersama mitra untuk mencapai target yang ditetapkan.
Menganalisis data, forecast demand, dan kapasitas produksi untuk memastikan keselarasan antara permintaan pasar dan rencana produksi.
Kualifikasi
Gelar Sarjana dalam bidang Bisnis, Ekonomi, Statistik, Teknologi Informasi, Manajemen, atau bidang terkait.
Memiliki kemampuan komunikasi yang baik untuk koordinasi lintas departemen.
Memiliki kemampuan analitis dan problem solving yang kuat.
Kemampuan berkomunikasi yang efektif, baik secara lisan maupun tertulis, untuk berinteraksi dengan berbagai pemangku kepentingan, memetakan alur kerja, mengidentifikasi risiko, dan membuat rekomendasi untuk meningkatkan efisiensi dan efektivitas.
Berkolaborasi dengan tim Sales, Marketing, Branding, dan Operasional untuk mengoptimalkan performa bisnis.
Siap bekerja dibawah tekanan dan siap untuk ke luar kota.",Rp 7.000.000 – Rp 8.000.000 per month,jakarta,5d,2026-03-18 01:00:00,2026-03-13 01:00:00,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000 –  8000000,,,
22,Data Engineer,PT Hastari Adakara Investama,Jakarta,Posted 6d ago,"Qualifications:
Bachelor’s degree in Information Systems, Computer Science, or Informatics Engineering.
A minimum of 2 years of experience as a Data Engineer.
Proficiency in relational database languages (SQL, NoSQL), ETL processes, and big data concepts.
Hands-on experience with programming languages such as Python and JavaScript.
Familiarity with stream processing frameworks, including Apache Kafka, Hadoop, and Spark.
Job Descriptions:
Collect and process data to meet business requirements.
Develop algorithms to transform raw data into actionable insights.
Conduct data analysis to support informed decision-making processes.
Design, build, test, and maintain data pipelines and databases.
Collaborate with management to understand and align with business objectives.
Develop new data validation methods and data analysis tools.
Ensure data collection adheres to security policies and regulatory standards.
Enhance the quality and efficiency of data collection and processing workflows.",Not Available,jakarta,6d,2026-03-18 01:00:00,2026-03-12 01:00:00,2026-03-12,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,,,,
25,IT Data Management Specialist,PT Bussan Auto Finance (BAF),Jakarta,Posted 1d ago,"We are seeking a highly skilled and experienced IT Data Management Specialist to join our IT Data Management Department.
Responsible: 
Create and manage database systems in development, testing, and production areas
Analyze and perform performance tuning on the database system
Manage database objects, including tables, clusters, indexes, views, sequences, packages, and procedures
Install, configure, upgrade, back up, and restore database system 
Implement and enforce security procedures on the database system 
Monitor and repair any issues that occur in the database system
Manage and coordinate with the database system vendor and principal 
Create monthly reports on database system activity

Requirement:
Bachelor’s Degree in Computer Science/Information Technology, or related field with a minimum of 4 years of relevant experience in database management system, operating system, and virtualization/container
Able to make technical decisions, and proven leadership in IT architecture 
Fluency in English is essential
Thrives to work under pressure and consistently meets goals
Proficiency in Oracle, SQL Server, PostgreSQL, MySQL, Window Server OS, Linux OS, Data Integration Tools (SSIS), Python, Airflow (plus points)",Not Available,jakarta,1d,2026-03-18 01:00:00,2026-03-17 01:00:00,2026-03-17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
26,Data Reconciliation,Private Advertiser,Database Development & Administration (Information & Communication Technology),Posted 5d ago,"Deskripsi Pekerjaan: 
Melakukan proses rekonsiliasi data transaksi dan memastikan penyelesaian sesuai dengan SLA yang telah ditentukan.
Melakukan monitoring proses rekonsiliasi harian serta membuat checklist monitoring dan dokumentasi.
Memastikan tidak terdapat kesalahan (zero error) pada laporan rekonsiliasi.
Mengidentifikasi, menelusuri, dan mendokumentasikan selisih atau permasalahan data yang ditemukan selama proses rekonsiliasi.
Menyusun dan memastikan kelengkapan serta keakuratan Sales Report harian dan bulanan.
Merespon pertanyaan atau komplain dari internal maupun eksternal terkait data rekonsiliasi dengan cepat.
Berkoordinasi dengan tim internal maupun pihak eksternal dalam penyelesaian permasalahan data.
Kualifikasi: 
Pendidikan minimal S1 Akuntansi, Keuangan, Sistem Informasi, atau jurusan terkait.
Memiliki pengalaman minimal 1–2 tahun di bidang rekonsiliasi data, finance operation, payment operation, atau posisi serupa.
Memiliki ketelitian tinggi dan orientasi pada akurasi data.
Terbiasa menggunakan Microsoft Excel / Google Sheets untuk pengolahan dan pengecekan data.
Memiliki kemampuan analisis dan problem solving yang baik.
Mampu bekerja dengan data transaksi dalam jumlah besar.
Memiliki komunikasi yang baik dan responsif dalam menangani pertanyaan atau issue.
Mampu bekerja secara detail, sistematis, dan sesuai SOP.",Not Available,Not Available,5d,2026-03-18 01:00:00,2026-03-13 01:00:00,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
27,Data Management Staff,PT Rusli Vinilon Sakti,Jakarta,Posted 12d ago,"Tugas & Tanggung Jawab:
Mengelola dan memverifikasi data proyek yang diterima dari tim Sales Development, Sales, dan Product Promotion agar akurat dan konsisten.
Menyusun dan memperbarui database proyek sesuai perkembangan status proyek.
Membuat laporan dan analisis performa proyek secara periodik untuk mendukung tim Sales dan Manajemen.
Mengembangkan serta memelihara dashboard data menggunakan Power BI dan Microsoft Excel.
Menyediakan data pendukung untuk kebutuhan analisis tim Sales Development, Sales, dan Product Promotion.
Berkoordinasi dengan berbagai tim terkait (Sales, Sales Development, Product Promotion) untuk memastikan kelancaran aliran data proyek.
Menjaga kerahasiaan dan integritas seluruh data perusahaan.

Kualifikasi ;
Pendidikan minimal S1 Teknik Industri atau S1 Statistika.
Fresh Graduate atau minimal 1 tahun pengalaman kerja yang sesuai.
Memiliki kemampuan logika dan analisis data yang kuat.
Mahir menggunakan Microsoft Excel/Google Sheet dan memahami penggunaan Power BI.
Teliti, akurat, dan konsisten dalam mengelola data dalam jumlah besar.
Memiliki kemampuan komunikasi dan koordinasi yang baik antar tim.
Disiplin, bertanggung jawab, dan mampu bekerja di bawah tekanan serta tenggat waktu.
Memiliki inisiatif tinggi dan dapat bekerja secara mandiri maupun dalam tim.
Penempatan Raden Saleh, Jakarta Pusat.",Rp 5.600.000 – Rp 7.000.000 per month,jakarta,12d,2026-03-18 01:00:00,2026-03-06 01:00:00,2026-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5600000 –  7000000,,,
28,Data Analyst,PT Kelola Jasa Artha (Kejar),"Central Jakarta, Jakarta",Posted 5d ago,"JOB DESCRIPTION:
Gathers, processes, and analyzes data to deliver actionable insights that support strategic business decisions, and communicates results through well-structured, informative reports or dashboards.
QUALIFICATIONS:
Bachelor’s degree in Finance, Accounting, Management, Statistics, Mathematics, Industrial Engineering, or a closely related discipline
Minimum of 1–2 years of experience in a Data Analyst role
Familiar with end-to-end business process flows in logistics & transportation operations
Solid knowledge of financial analysis, budgeting, and cost control
Advanced proficiency in Microsoft Excel, including PivotTables, lookup functions, complex formulas, and report development
Highly detail-oriented, analytical, and effective in communication
Work location: Central Jakarta",Not Available,jakarta,5d,2026-03-18 01:00:00,2026-03-13 01:00:00,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
29,Data Analyst,PT. Solusi Jasa Teknologi,"Tangerang, Banten",Posted 15d ago,"Job Requirements :
Bachelor’s degree in Statistics, Information Technology, Computer Science, or other quantitative fields (mandatory).
1–2 years of relevant work experience in data analysis or similar analytical roles.
Proficient in Python (pandas, numpy, data wrangling).
Strong SQL skills (complex joins, CTEs, window functions, query optimization).
Hands-on experience with Power BI dashboard development.
Experience working with big data environments or large-volume datasets.
Understanding of data cleansing, validation, and transformation techniques.
Strong analytical and critical-thinking abilities.
High attention to detail with clear data documentation habits.
Employment type : full time

Job Descriptions :
Collect, clean, and manipulate complex datasets using SQL and Python.
Build, update, and optimize reports and dashboards in Power BI.
Support ongoing big data analysis projects, ensuring data accuracy and consistency.
Perform exploratory data analysis to identify trends, anomalies, and insights.
Work collaboratively with cross-functional stakeholders to understand requirements and deliver data-driven solutions.
Maintain documentation, data dictionaries, and process logs.
Ensure data quality and follow proper governance practices.",Rp 7.000.000 – Rp 8.000.000 per month,banten,15d,2026-03-18 01:00:00,2026-03-03 01:00:00,2026-03-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7000000 –  8000000,,,
30,Data & Insight Analyst Staff,PT. Shopcomm Solusi Indonesia,"South Jakarta, Jakarta",Posted 7d ago,"Data & Insight Analyst Staff
Role Overview
We are currently looking for a Data & Insight Analyst to join our growing team at PT. Shopcomm Solusi Indonesia.
If you enjoy working with data, exploring patterns, and turning numbers into meaningful insights that support business decisions, this role might be a great fit for you.
In this role, you will be part of the Strategic & Planning team, supporting the business by managing data, developing performance reports, and translating data into insights that help drive better planning and decision making.
What you'll be doing
Manage and maintain internal datasets to ensure data accuracy and consistency
Collect, consolidate, and process data from various sources for reporting and analysis
Prepare regular performance reports to support business monitoring and sales planning
Analyze data to identify trends, insights, and opportunities
Develop reports and presentation materials to communicate insights to internal teams
What we're looking for
Bachelor’s degree in Economics, Business, Marketing, Advertising, Statistics, Mathematics, Data Analytics, or related fields
Up to 3 years of experience in data analysis, business analysis, or similar roles
Strong analytical thinking with the ability to interpret data and generate insights
Detail oriented with strong accuracy when working with data
Good communication skills and ability to present analysis results clearly
Strong proficiency in Microsoft Excel for data processing and analysis
Familiar with presentation tools such as PowerPoint or Google Slides
Experience with BI tools such as Power BI or Tableau will be a plus
Proficient in English is a must
Understanding of advertising, marketing, or media industry will be an advantage
Personal Attributes
Strong sense of ownership and responsibility in delivering accurate work and meeting timelines
Able to manage multiple tasks and maintain organization when handling recurring reports and datasets
Comfortable working with different teams
Curious mindset with willingness to continuously learn and explore new ways to improve data analysis and reporting
Adaptable and proactive in supporting business needs in a dynamic working environment
Structured, disciplined, and consistent in routine reporting
Problem-solving mindset (root-cause analysis for data discrepancies)",Not Available,jakarta,7d,2026-03-18 01:00:00,2026-03-11 01:00:00,2026-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,
